text,label,type_of_problem
"Naya patch aaya hai, check karna.",ham,oov
Riya emailed Sanjay when he reached the office.,ham,coreference_anaphora
You must update billing immediately: https://secure.example/801,spam,negation_modality
Win a free bass guitar! Confirm shipping: https://bank.example/602,spam,wsd
"Build baar baar fail ho raha hai, yaar.",ham,oov
Slides updated—see v2.1 notes 👍,ham,oov
"Build baar baar fail ho raha hai, yaar.",ham,oov
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Although the interface is simple, new users struggle.",ham,discourse_relations
The fix could improve latency.,ham,negation_modality
A crane stood quietly by the lake at dawn.,ham,wsd
"Naya patch aaya hai, check karna.",ham,oov
We might deploy on Friday if tests pass.,ham,negation_modality
new v1agra dealz 70%OFF 👉 https://dealz.example/640,spam,oov
Neha argued with Amit since he missed the deadline.,ham,coreference_anaphora
Sara called Ravi after she finished the report.,ham,coreference_anaphora
The crane lifted the steel beams into place.,ham,wsd
"Great, another crash—just what I needed.",ham,sarcasm
A crane stood quietly by the lake at dawn.,ham,wsd
"Kal meeting hai, please be on time.",ham,oov
Isha thanked Amit because he fixed the bug.,ham,coreference_anaphora
Apple giveaway—claim your laptop now: https://gift.example/556,spam,wsd
The fix could improve latency.,ham,negation_modality
A crane stood quietly by the lake at dawn.,ham,wsd
Maya praised Vikram as she solved the issue quickly.,ham,coreference_anaphora
Kavya praised Kunal as he qualified for a reward: https://promo.example/571,spam,coreference_anaphora
Kavya called Rahul since she ignored the alert—fix: https://dealz.example/732,spam,coreference_anaphora
Yeh feature kaafi helpful tha.,ham,oov
Password cannot be reset unless you confirm here: https://promo.example/277,spam,negation_modality
It never converged on the small dataset.,ham,negation_modality
Neha thanked Ravi because she fixed the bug.,ham,coreference_anaphora
We improved throughput since the cache was tuned.,ham,discourse_relations
Slides updated—see v2.1 notes 👍,ham,oov
"Build baar baar fail ho raha hai, yaar.",ham,oov
Slides updated—see v2.1 notes 👍,ham,oov
The fix could improve latency.,ham,negation_modality
"If the GPU overheats, the training will stop.",ham,discourse_relations
Anita emailed Ravi when he reached the office.,ham,coreference_anaphora
"Although the interface is simple, new users struggle.",ham,discourse_relations
You must update billing immediately: https://air.example/549,spam,negation_modality
We sipped hot java during the break.,ham,wsd
Brilliant offer: absolutely free if you pay shipping: https://gift.example/784,spam,sarcasm
"Perf spiked on dataset_z13b, investigating.",ham,oov
You should not remove the validation split.,ham,negation_modality
"Perfect, another exclusive deal just for you—totally not urgent: https://gift.example/810",spam,sarcasm
She bought a fresh apple at the market.,ham,wsd
new v1agra dealz 65%OFF 👉 https://air.example/118,spam,oov
Exactly what I wanted—more flaky tests.,ham,sarcasm
The crane lifted the steel beams into place.,ham,wsd
"Great, another crash—just what I needed.",ham,sarcasm
Access may be suspended unless you renew: https://gift.example/510,spam,negation_modality
new v1agra dealz 60%OFF 👉 https://verify.example/402,spam,oov
You must include error bars in the report.,ham,negation_modality
Yeh feature kaafi helpful tha.,ham,oov
A crane stood quietly by the lake at dawn.,ham,wsd
We sipped hot java during the break.,ham,wsd
"Because your trial ended, renew now to avoid suspension: https://verify.example/670",spam,discourse_relations
"Naya patch aaya hai, check karna.",ham,oov
Priya thanked Rahul because she fixed the bug.,ham,coreference_anaphora
Riya handed the parcel to Ravi while he confirmed delivery at https://secure.example/685,spam,coreference_anaphora
"Kal meeting hai, please be on time.",ham,oov
It never converged on the small dataset.,ham,negation_modality
FR33 access 2 premium vids ➜ https://dealz.example/986,spam,oov
Model output thoda weird lag raha hai.,ham,oov
He tuned the bass before the concert.,ham,wsd
Brilliant offer: absolutely free if you pay shipping: https://pay.example/163,spam,sarcasm
Kavya thanked Rahul because she must verify the account now: https://pay.example/144,spam,coreference_anaphora
She bought a fresh apple at the market.,ham,wsd
Isha thanked Kunal because she must verify the account now: https://bank.example/792,spam,coreference_anaphora
FREE gift 🎁 limited time!! go: https://dealz.example/318,spam,oov
Model output thoda weird lag raha hai.,ham,oov
"Java course 65% OFF, enroll today: https://dealz.example/586",spam,wsd
Win a free bass guitar! Confirm shipping: https://dealz.example/755,spam,wsd
Apple giveaway—claim your laptop now: https://air.example/431,spam,wsd
Exactly what I wanted—more flaky tests.,ham,sarcasm
Priya praised Amit as he qualified for a reward: https://bank.example/772,spam,coreference_anaphora
We sipped hot java during the break.,ham,wsd
Crane rental discount for your site—book: https://gift.example/275,spam,wsd
Anita handed the laptop to Sanjay while he packed the cables.,ham,coreference_anaphora
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Anita called Sanjay after she finished the report.,ham,coreference_anaphora
It never converged on the small dataset.,ham,negation_modality
"Perf spiked on dataset_z13b, investigating.",ham,oov
"Oh perfect, the network died during the demo.",ham,sarcasm
Anita emailed Nikhil when he reached the office.,ham,coreference_anaphora
You must verify now or the account may be locked: https://dealz.example/696,spam,negation_modality
"Great, another crash—just what I needed.",ham,sarcasm
Fantastic job breaking the build again.,ham,sarcasm
We might deploy on Friday if tests pass.,ham,negation_modality
Crane rental discount for your site—book: https://air.example/987,spam,wsd
Yeh feature kaafi helpful tha.,ham,oov
"If you confirm today, you get 65% OFF: https://air.example/535",spam,discourse_relations
"Wonderful timing, we 'randomly' picked you for a reward: https://bank.example/520",spam,sarcasm
It never converged on the small dataset.,ham,negation_modality
The fix could improve latency.,ham,negation_modality
We improved throughput since the cache was tuned.,ham,discourse_relations
Fantastic job breaking the build again.,ham,sarcasm
This offer might expire today—act fast: https://pay.example/456,spam,negation_modality
"After verification, your prize will be released: https://secure.example/745",spam,discourse_relations
Slides updated—see v2.1 notes 👍,ham,oov
"Although you ignored the last alert, we can still restore access: https://promo.example/995",spam,discourse_relations
Sara handed the laptop to Kunal while she packed the cables.,ham,coreference_anaphora
FR33 access 2 premium vids ➜ https://secure.example/696,spam,oov
"Build baar baar fail ho raha hai, yaar.",ham,oov
"Naya patch aaya hai, check karna.",ham,oov
"Win ₹5,000 now #HotDealz 😎 tap → https://secure.example/597",spam,oov
"Great, another crash—just what I needed.",ham,sarcasm
"Although the interface is simple, new users struggle.",ham,discourse_relations
FREE gift 🎁 limited time!! go: https://pay.example/195,spam,oov
Priya handed the laptop to Nikhil while she packed the cables.,ham,coreference_anaphora
They grilled the bass with lemon and herbs.,ham,wsd
Neha praised Ravi as he solved the issue quickly.,ham,coreference_anaphora
He wrote a parser in Java for the assignment.,ham,wsd
We might deploy on Friday if tests pass.,ham,negation_modality
The fix could improve latency.,ham,negation_modality
Model output thoda weird lag raha hai.,ham,oov
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Kavya thanked Vikram because she must verify the account now: https://promo.example/274,spam,coreference_anaphora
"After verification, your prize will be released: https://air.example/971",spam,discourse_relations
The fix could improve latency.,ham,negation_modality
Kavya thanked Amit because he fixed the bug.,ham,coreference_anaphora
Model output thoda weird lag raha hai.,ham,oov
"Before the talk began, the slides were updated.",ham,discourse_relations
We picnicked on the bank and watched the boats.,ham,wsd
"Brilliant, the slides loaded without images.",ham,sarcasm
Anita thanked Arun because she fixed the bug.,ham,coreference_anaphora
Anita called Arun after she finished the report.,ham,coreference_anaphora
Maya thanked Arun because she fixed the bug.,ham,coreference_anaphora
"Although you ignored the last alert, we can still restore access: https://secure.example/380",spam,discourse_relations
Neha praised Nikhil as she solved the issue quickly.,ham,coreference_anaphora
"Build baar baar fail ho raha hai, yaar.",ham,oov
We picnicked on the bank and watched the boats.,ham,wsd
"Brilliant, the slides loaded without images.",ham,sarcasm
"Although the interface is simple, new users struggle.",ham,discourse_relations
You must include error bars in the report.,ham,negation_modality
We may postpone the release until Monday.,ham,negation_modality
"The model is accurate, but it is slow.",ham,discourse_relations
We sipped hot java during the break.,ham,wsd
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Priya called Arun after she finished the report.,ham,coreference_anaphora
Isha handed the laptop to Arun while she packed the cables.,ham,coreference_anaphora
Fantastic job breaking the build again.,ham,sarcasm
new v1agra dealz 70%OFF 👉 https://promo.example/704,spam,oov
Isha handed the laptop to Nikhil while she packed the cables.,ham,coreference_anaphora
"If you confirm today, you get 60% OFF: https://bank.example/658",spam,discourse_relations
"Brilliant, the slides loaded without images.",ham,sarcasm
Anita handed the laptop to Nikhil while she packed the cables.,ham,coreference_anaphora
"The model is accurate, but it is slow.",ham,discourse_relations
"Java course 60% OFF, enroll today: https://bank.example/119",spam,wsd
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Kal meeting hai, please be on time.",ham,oov
Get r!ch fast 💸 join: https://air.example/743,spam,oov
You must include error bars in the report.,ham,negation_modality
Fantastic job breaking the build again.,ham,sarcasm
"Although the interface is simple, new users struggle.",ham,discourse_relations
Exactly what I wanted—more flaky tests.,ham,sarcasm
"Oh perfect, the network died during the demo.",ham,sarcasm
The model is not better than the baseline.,ham,negation_modality
Neha argued with Kunal since he missed the deadline.,ham,coreference_anaphora
Apple announced new laptops at the event.,ham,wsd
Riya handed the laptop to Ravi while she packed the cables.,ham,coreference_anaphora
We might deploy on Friday if tests pass.,ham,negation_modality
The crane lifted the steel beams into place.,ham,wsd
A crane stood quietly by the lake at dawn.,ham,wsd
Priya called Kunal after he finished the report.,ham,coreference_anaphora
Model output thoda weird lag raha hai.,ham,oov
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Priya argued with Vikram since she missed the deadline.,ham,coreference_anaphora
"Although the interface is simple, new users struggle.",ham,discourse_relations
"The model is accurate, but it is slow.",ham,discourse_relations
You must include error bars in the report.,ham,negation_modality
"Naya patch aaya hai, check karna.",ham,oov
"Before the talk began, the slides were updated.",ham,discourse_relations
"Brilliant, the slides loaded without images.",ham,sarcasm
He tuned the bass before the concert.,ham,wsd
We improved throughput since the cache was tuned.,ham,discourse_relations
"Build baar baar fail ho raha hai, yaar.",ham,oov
"Naya patch aaya hai, check karna.",ham,oov
She bought a fresh apple at the market.,ham,wsd
Kavya handed the parcel to Rahul while she confirmed delivery at https://promo.example/625,spam,coreference_anaphora
Priya praised Ravi as she solved the issue quickly.,ham,coreference_anaphora
You must include error bars in the report.,ham,negation_modality
Bank alert: verify identity to avoid hold: https://air.example/612,spam,wsd
"Naya patch aaya hai, check karna.",ham,oov
"The model is accurate, but it is slow.",ham,discourse_relations
He wrote a parser in Java for the assignment.,ham,wsd
Maya praised Nikhil as she solved the issue quickly.,ham,coreference_anaphora
The fix could improve latency.,ham,negation_modality
You must include error bars in the report.,ham,negation_modality
Model output thoda weird lag raha hai.,ham,oov
This offer might expire today—act fast: https://secure.example/575,spam,negation_modality
Bank alert: verify identity to avoid hold: https://air.example/501,spam,wsd
"Even though it was late, they kept debugging.",ham,discourse_relations
Model output thoda weird lag raha hai.,ham,oov
You must update billing immediately: https://bank.example/409,spam,negation_modality
You must verify now or the account may be locked: https://secure.example/178,spam,negation_modality
Model output thoda weird lag raha hai.,ham,oov
"Oh perfect, the network died during the demo.",ham,sarcasm
Fantastic job breaking the build again.,ham,sarcasm
He tuned the bass before the concert.,ham,wsd
"Perf spiked on dataset_z13b, investigating.",ham,oov
"Before the deadline, complete KYC to continue: https://dealz.example/967",spam,discourse_relations
"Great, another crash—just what I needed.",ham,sarcasm
You should not remove the validation split.,ham,negation_modality
Apple announced new laptops at the event.,ham,wsd
"Although the interface is simple, new users struggle.",ham,discourse_relations
You should not remove the validation split.,ham,negation_modality
We sipped hot java during the break.,ham,wsd
Access may be suspended unless you renew: https://promo.example/384,spam,negation_modality
Isha emailed Ravi when she reached the office.,ham,coreference_anaphora
"Perfect, another exclusive deal just for you—totally not urgent: https://bank.example/647",spam,sarcasm
You must include error bars in the report.,ham,negation_modality
Sara praised Kunal as she solved the issue quickly.,ham,coreference_anaphora
You must update billing immediately: https://pay.example/891,spam,negation_modality
"Great, another crash—just what I needed.",ham,sarcasm
We may postpone the release until Monday.,ham,negation_modality
Fantastic job breaking the build again.,ham,sarcasm
It never converged on the small dataset.,ham,negation_modality
Maya argued with Amit since he missed the deadline.,ham,coreference_anaphora
You must verify now or the account may be locked: https://verify.example/171,spam,negation_modality
"After the upgrade finished, tests started failing.",ham,discourse_relations
Isha praised Sanjay as she qualified for a reward: https://bank.example/438,spam,coreference_anaphora
Exactly what I wanted—more flaky tests.,ham,sarcasm
"Oh perfect, the network died during the demo.",ham,sarcasm
We may postpone the release until Monday.,ham,negation_modality
Maya handed the parcel to Kunal while she confirmed delivery at https://secure.example/292,spam,coreference_anaphora
Riya emailed Ravi when he reached the office.,ham,coreference_anaphora
You should not remove the validation split.,ham,negation_modality
We may postpone the release until Monday.,ham,negation_modality
The crane lifted the steel beams into place.,ham,wsd
"If the GPU overheats, the training will stop.",ham,discourse_relations
Password cannot be reset unless you confirm here: https://secure.example/149,spam,negation_modality
Riya argued with Rahul since she missed the deadline.,ham,coreference_anaphora
Fantastic job breaking the build again.,ham,sarcasm
A crane stood quietly by the lake at dawn.,ham,wsd
Neha thanked Kunal because she must verify the account now: https://bank.example/918,spam,coreference_anaphora
"Naya patch aaya hai, check karna.",ham,oov
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Isha argued with Sanjay since she missed the deadline.,ham,coreference_anaphora
"Because your trial ended, renew now to avoid suspension: https://air.example/942",spam,discourse_relations
Access may be suspended unless you renew: https://bank.example/176,spam,negation_modality
Win a free bass guitar! Confirm shipping: https://dealz.example/537,spam,wsd
Maya handed the laptop to Sanjay while she packed the cables.,ham,coreference_anaphora
It never converged on the small dataset.,ham,negation_modality
"Kal meeting hai, please be on time.",ham,oov
Maya handed the parcel to Arun while she confirmed delivery at https://dealz.example/247,spam,coreference_anaphora
Maya thanked Amit because he fixed the bug.,ham,coreference_anaphora
Exactly what I wanted—more flaky tests.,ham,sarcasm
The crane lifted the steel beams into place.,ham,wsd
Neha handed the laptop to Vikram while she packed the cables.,ham,coreference_anaphora
He tuned the bass before the concert.,ham,wsd
Brilliant offer: absolutely free if you pay shipping: https://secure.example/151,spam,sarcasm
Apple giveaway—claim your laptop now: https://gift.example/484,spam,wsd
Exactly what I wanted—more flaky tests.,ham,sarcasm
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Wonderful timing, we 'randomly' picked you for a reward: https://secure.example/660",spam,sarcasm
Neha handed the laptop to Rahul while she packed the cables.,ham,coreference_anaphora
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Kal meeting hai, please be on time.",ham,oov
"Perf spiked on dataset_z13b, investigating.",ham,oov
Neha emailed Sanjay when he reached the office.,ham,coreference_anaphora
We picnicked on the bank and watched the boats.,ham,wsd
"Kal meeting hai, please be on time.",ham,oov
Sara argued with Vikram since he missed the deadline.,ham,coreference_anaphora
"Great, another crash—just what I needed.",ham,sarcasm
"Oh perfect, the network died during the demo.",ham,sarcasm
"Kal meeting hai, please be on time.",ham,oov
They grilled the bass with lemon and herbs.,ham,wsd
"Even though it was late, they kept debugging.",ham,discourse_relations
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Great, another crash—just what I needed.",ham,sarcasm
You should not remove the validation split.,ham,negation_modality
You must verify now or the account may be locked: https://pay.example/623,spam,negation_modality
Isha argued with Kunal since he missed the deadline.,ham,coreference_anaphora
We may postpone the release until Monday.,ham,negation_modality
"If the GPU overheats, the training will stop.",ham,discourse_relations
You should not remove the validation split.,ham,negation_modality
"Great, another crash—just what I needed.",ham,sarcasm
Isha called Arun after he finished the report.,ham,coreference_anaphora
Fantastic job breaking the build again.,ham,sarcasm
Anita handed the laptop to Vikram while he packed the cables.,ham,coreference_anaphora
Apple announced new laptops at the event.,ham,wsd
"Although you ignored the last alert, we can still restore access: https://air.example/881",spam,discourse_relations
He wrote a parser in Java for the assignment.,ham,wsd
"Naya patch aaya hai, check karna.",ham,oov
Priya thanked Nikhil because she fixed the bug.,ham,coreference_anaphora
"Naya patch aaya hai, check karna.",ham,oov
Kavya emailed Amit when he reached the office.,ham,coreference_anaphora
Anita handed the laptop to Nikhil while she packed the cables.,ham,coreference_anaphora
Anita thanked Nikhil because she fixed the bug.,ham,coreference_anaphora
"Wonderful timing, we 'randomly' picked you for a reward: https://dealz.example/670",spam,sarcasm
The crane lifted the steel beams into place.,ham,wsd
Priya handed the laptop to Nikhil while she packed the cables.,ham,coreference_anaphora
Apple announced new laptops at the event.,ham,wsd
The model is not better than the baseline.,ham,negation_modality
FR33 access 2 premium vids ➜ https://air.example/806,spam,oov
The fix could improve latency.,ham,negation_modality
Priya handed the laptop to Arun while she packed the cables.,ham,coreference_anaphora
Slides updated—see v2.1 notes 👍,ham,oov
"Great, another crash—just what I needed.",ham,sarcasm
"Oh perfect, the network died during the demo.",ham,sarcasm
Get r!ch fast 💸 join: https://bank.example/478,spam,oov
We picnicked on the bank and watched the boats.,ham,wsd
Model output thoda weird lag raha hai.,ham,oov
FR33 access 2 premium vids ➜ https://air.example/423,spam,oov
It never converged on the small dataset.,ham,negation_modality
A crane stood quietly by the lake at dawn.,ham,wsd
The crane lifted the steel beams into place.,ham,wsd
Fantastic job breaking the build again.,ham,sarcasm
"The model is accurate, but it is slow.",ham,discourse_relations
Amazing news—your account is perfectly safe unless you click here: https://promo.example/348,spam,sarcasm
Riya called Kunal after he finished the report.,ham,coreference_anaphora
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
He tuned the bass before the concert.,ham,wsd
We might deploy on Friday if tests pass.,ham,negation_modality
"Build baar baar fail ho raha hai, yaar.",ham,oov
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Although the interface is simple, new users struggle.",ham,discourse_relations
You must update billing immediately: https://bank.example/717,spam,negation_modality
"Sara emailed Sanjay after he won ₹5,000—claim: https://air.example/148",spam,coreference_anaphora
Isha argued with Nikhil since he missed the deadline.,ham,coreference_anaphora
The model is not better than the baseline.,ham,negation_modality
"Although you ignored the last alert, we can still restore access: https://verify.example/811",spam,discourse_relations
Neha called Arun since she ignored the alert—fix: https://dealz.example/819,spam,coreference_anaphora
Kavya argued with Sanjay since she missed the deadline.,ham,coreference_anaphora
We might deploy on Friday if tests pass.,ham,negation_modality
"After the upgrade finished, tests started failing.",ham,discourse_relations
The crane lifted the steel beams into place.,ham,wsd
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"If the GPU overheats, the training will stop.",ham,discourse_relations
"Because your trial ended, renew now to avoid suspension: https://dealz.example/541",spam,discourse_relations
Sara argued with Vikram since she missed the deadline.,ham,coreference_anaphora
"After the upgrade finished, tests started failing.",ham,discourse_relations
He wrote a parser in Java for the assignment.,ham,wsd
"Brilliant, the slides loaded without images.",ham,sarcasm
"Build baar baar fail ho raha hai, yaar.",ham,oov
Slides updated—see v2.1 notes 👍,ham,oov
"After verification, your prize will be released: https://bank.example/870",spam,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
Apple announced new laptops at the event.,ham,wsd
"Naya patch aaya hai, check karna.",ham,oov
"Naya patch aaya hai, check karna.",ham,oov
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
We sipped hot java during the break.,ham,wsd
Anita thanked Sanjay because he fixed the bug.,ham,coreference_anaphora
We might deploy on Friday if tests pass.,ham,negation_modality
Anita thanked Nikhil because he must verify the account now: https://air.example/888,spam,coreference_anaphora
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Maya thanked Ravi because he must verify the account now: https://secure.example/332,spam,coreference_anaphora
We sipped hot java during the break.,ham,wsd
He wrote a parser in Java for the assignment.,ham,wsd
Model output thoda weird lag raha hai.,ham,oov
He tuned the bass before the concert.,ham,wsd
They grilled the bass with lemon and herbs.,ham,wsd
Sara argued with Ravi since she missed the deadline.,ham,coreference_anaphora
This offer might expire today—act fast: https://pay.example/233,spam,negation_modality
new v1agra dealz 90%OFF 👉 https://promo.example/327,spam,oov
It never converged on the small dataset.,ham,negation_modality
Get r!ch fast 💸 join: https://air.example/584,spam,oov
Neha thanked Rahul because she fixed the bug.,ham,coreference_anaphora
"Before the talk began, the slides were updated.",ham,discourse_relations
"After verification, your prize will be released: https://pay.example/871",spam,discourse_relations
It never converged on the small dataset.,ham,negation_modality
It never converged on the small dataset.,ham,negation_modality
It never converged on the small dataset.,ham,negation_modality
Fantastic job breaking the build again.,ham,sarcasm
They grilled the bass with lemon and herbs.,ham,wsd
Slides updated—see v2.1 notes 👍,ham,oov
"Because your trial ended, renew now to avoid suspension: https://secure.example/600",spam,discourse_relations
"If the GPU overheats, the training will stop.",ham,discourse_relations
Slides updated—see v2.1 notes 👍,ham,oov
Anita called Amit since he ignored the alert—fix: https://gift.example/248,spam,coreference_anaphora
"Before the deadline, complete KYC to continue: https://dealz.example/226",spam,discourse_relations
"Build baar baar fail ho raha hai, yaar.",ham,oov
"Brilliant, the slides loaded without images.",ham,sarcasm
The fix could improve latency.,ham,negation_modality
"Brilliant, the slides loaded without images.",ham,sarcasm
Isha praised Sanjay as she solved the issue quickly.,ham,coreference_anaphora
Anita thanked Kunal because he fixed the bug.,ham,coreference_anaphora
"Java course 80% OFF, enroll today: https://bank.example/780",spam,wsd
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Brilliant offer: absolutely free if you pay shipping: https://air.example/591,spam,sarcasm
It never converged on the small dataset.,ham,negation_modality
Apple announced new laptops at the event.,ham,wsd
Anita called Ravi since he ignored the alert—fix: https://promo.example/100,spam,coreference_anaphora
We might deploy on Friday if tests pass.,ham,negation_modality
Exactly what I wanted—more flaky tests.,ham,sarcasm
Yeh feature kaafi helpful tha.,ham,oov
Kavya thanked Nikhil because he fixed the bug.,ham,coreference_anaphora
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Perf spiked on dataset_z13b, investigating.",ham,oov
It never converged on the small dataset.,ham,negation_modality
"The model is accurate, but it is slow.",ham,discourse_relations
A crane stood quietly by the lake at dawn.,ham,wsd
"Before the deadline, complete KYC to continue: https://secure.example/828",spam,discourse_relations
"Perfect, another exclusive deal just for you—totally not urgent: https://dealz.example/294",spam,sarcasm
Model output thoda weird lag raha hai.,ham,oov
"Great, another crash—just what I needed.",ham,sarcasm
Isha handed the parcel to Rahul while he confirmed delivery at https://secure.example/659,spam,coreference_anaphora
"Naya patch aaya hai, check karna.",ham,oov
"Oh perfect, the network died during the demo.",ham,sarcasm
The crane lifted the steel beams into place.,ham,wsd
Maya handed the parcel to Arun while he confirmed delivery at https://verify.example/888,spam,coreference_anaphora
You must include error bars in the report.,ham,negation_modality
Maya emailed Amit when he reached the office.,ham,coreference_anaphora
"Although you ignored the last alert, we can still restore access: https://bank.example/921",spam,discourse_relations
Password cannot be reset unless you confirm here: https://dealz.example/227,spam,negation_modality
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
"Wonderful timing, we 'randomly' picked you for a reward: https://gift.example/451",spam,sarcasm
Neha praised Kunal as she solved the issue quickly.,ham,coreference_anaphora
"Although the interface is simple, new users struggle.",ham,discourse_relations
Riya praised Rahul as she qualified for a reward: https://verify.example/794,spam,coreference_anaphora
"Great, another crash—just what I needed.",ham,sarcasm
You must verify now or the account may be locked: https://air.example/235,spam,negation_modality
Fantastic job breaking the build again.,ham,sarcasm
"Build baar baar fail ho raha hai, yaar.",ham,oov
Exactly what I wanted—more flaky tests.,ham,sarcasm
Get r!ch fast 💸 join: https://air.example/837,spam,oov
Win a free bass guitar! Confirm shipping: https://gift.example/478,spam,wsd
"Win ₹10,000 now #HotDealz 😎 tap → https://dealz.example/655",spam,oov
Model output thoda weird lag raha hai.,ham,oov
Password cannot be reset unless you confirm here: https://air.example/999,spam,negation_modality
"Perfect, another exclusive deal just for you—totally not urgent: https://pay.example/701",spam,sarcasm
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Kal meeting hai, please be on time.",ham,oov
"Kal meeting hai, please be on time.",ham,oov
We improved throughput since the cache was tuned.,ham,discourse_relations
Model output thoda weird lag raha hai.,ham,oov
Isha emailed Ravi when she reached the office.,ham,coreference_anaphora
"After verification, your prize will be released: https://promo.example/585",spam,discourse_relations
We sipped hot java during the break.,ham,wsd
"Oh perfect, the network died during the demo.",ham,sarcasm
They grilled the bass with lemon and herbs.,ham,wsd
Kavya handed the laptop to Ravi while she packed the cables.,ham,coreference_anaphora
He wrote a parser in Java for the assignment.,ham,wsd
Yeh feature kaafi helpful tha.,ham,oov
We might deploy on Friday if tests pass.,ham,negation_modality
Slides updated—see v2.1 notes 👍,ham,oov
You must include error bars in the report.,ham,negation_modality
He tuned the bass before the concert.,ham,wsd
"Kal meeting hai, please be on time.",ham,oov
"Before the deadline, complete KYC to continue: https://secure.example/543",spam,discourse_relations
Access may be suspended unless you renew: https://pay.example/104,spam,negation_modality
Model output thoda weird lag raha hai.,ham,oov
"Wonderful timing, we 'randomly' picked you for a reward: https://verify.example/874",spam,sarcasm
"Although the interface is simple, new users struggle.",ham,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
"If you confirm today, you get 70% OFF: https://promo.example/436",spam,discourse_relations
"Wonderful timing, we 'randomly' picked you for a reward: https://air.example/595",spam,sarcasm
"Before the deadline, complete KYC to continue: https://air.example/625",spam,discourse_relations
Amazing news—your account is perfectly safe unless you click here: https://promo.example/931,spam,sarcasm
Apple announced new laptops at the event.,ham,wsd
Apple giveaway—claim your laptop now: https://pay.example/841,spam,wsd
We improved throughput since the cache was tuned.,ham,discourse_relations
We might deploy on Friday if tests pass.,ham,negation_modality
Priya called Amit after he finished the report.,ham,coreference_anaphora
"Wonderful timing, we 'randomly' picked you for a reward: https://dealz.example/721",spam,sarcasm
"Oh perfect, the network died during the demo.",ham,sarcasm
"Brilliant, the slides loaded without images.",ham,sarcasm
We picnicked on the bank and watched the boats.,ham,wsd
Exactly what I wanted—more flaky tests.,ham,sarcasm
Maya called Amit since she ignored the alert—fix: https://gift.example/215,spam,coreference_anaphora
Maya thanked Arun because she fixed the bug.,ham,coreference_anaphora
Access may be suspended unless you renew: https://secure.example/564,spam,negation_modality
Slides updated—see v2.1 notes 👍,ham,oov
Access may be suspended unless you renew: https://secure.example/222,spam,negation_modality
Crane rental discount for your site—book: https://gift.example/601,spam,wsd
You must update billing immediately: https://verify.example/283,spam,negation_modality
Kavya praised Kunal as he solved the issue quickly.,ham,coreference_anaphora
Riya praised Sanjay as he solved the issue quickly.,ham,coreference_anaphora
"Win ₹10,000 now #HotDealz 😎 tap → https://promo.example/937",spam,oov
We picnicked on the bank and watched the boats.,ham,wsd
"If the GPU overheats, the training will stop.",ham,discourse_relations
Apple announced new laptops at the event.,ham,wsd
"If you confirm today, you get 75% OFF: https://bank.example/154",spam,discourse_relations
A crane stood quietly by the lake at dawn.,ham,wsd
"Build baar baar fail ho raha hai, yaar.",ham,oov
This offer might expire today—act fast: https://bank.example/679,spam,negation_modality
"Oh perfect, the network died during the demo.",ham,sarcasm
"Although the interface is simple, new users struggle.",ham,discourse_relations
Kavya praised Ravi as he solved the issue quickly.,ham,coreference_anaphora
"Great, another crash—just what I needed.",ham,sarcasm
Sara praised Kunal as he solved the issue quickly.,ham,coreference_anaphora
Amazing news—your account is perfectly safe unless you click here: https://pay.example/258,spam,sarcasm
You must include error bars in the report.,ham,negation_modality
He tuned the bass before the concert.,ham,wsd
We sipped hot java during the break.,ham,wsd
She bought a fresh apple at the market.,ham,wsd
Anita handed the laptop to Vikram while she packed the cables.,ham,coreference_anaphora
The fix could improve latency.,ham,negation_modality
The fix could improve latency.,ham,negation_modality
We may postpone the release until Monday.,ham,negation_modality
Brilliant offer: absolutely free if you pay shipping: https://verify.example/646,spam,sarcasm
Yeh feature kaafi helpful tha.,ham,oov
The model is not better than the baseline.,ham,negation_modality
"Perf spiked on dataset_z13b, investigating.",ham,oov
Model output thoda weird lag raha hai.,ham,oov
We sipped hot java during the break.,ham,wsd
"Before the talk began, the slides were updated.",ham,discourse_relations
"The model is accurate, but it is slow.",ham,discourse_relations
Anita argued with Vikram since she missed the deadline.,ham,coreference_anaphora
